3.59408e-03	3.70934e-03	3.82048e-03	3.92841e-03	4.03143e-03	4.13018e-03	4.30255e-03	4.31083e-03	4.39230e-03	4.46646e-03	4.53199e-03	4.57054e-03	4.61504e-03	4.66275e-03	4.68124e-03	4.68748e-03	4.68124e-03	4.66275e-03	4.61504e-03	4.57054e-03	4.53199e-03	4.46646e-03	4.39230e-03	4.31083e-03	4.30255e-03	4.13018e-03	4.03143e-03	3.92841e-03	3.82048e-03	3.70934e-03	3.59408e-03
3.70934e-03	3.82897e-03	3.94622e-03	4.06032e-03	4.16883e-03	4.27414e-03	4.37570e-03	4.47233e-03	4.56303e-03	4.64446e-03	4.71272e-03	4.78030e-03	4.82377e-03	4.85575e-03	4.87546e-03	4.88211e-03	4.87546e-03	4.85575e-03	4.82377e-03	4.78030e-03	4.71272e-03	4.64446e-03	4.56303e-03	4.47233e-03	4.37570e-03	4.27414e-03	4.16883e-03	4.06032e-03	3.94622e-03	3.82897e-03	3.70934e-03
3.82048e-03	3.94622e-03	4.06950e-03	4.18836e-03	4.30555e-03	4.42510e-03	4.53199e-03	4.62138e-03	4.72919e-03	4.82377e-03	4.89551e-03	4.95718e-03	5.00701e-03	5.04395e-03	5.06652e-03	5.07411e-03	5.06652e-03	5.04395e-03	5.00701e-03	4.95718e-03	4.89551e-03	4.82377e-03	4.72919e-03	4.62138e-03	4.53199e-03	4.42510e-03	4.30555e-03	4.18836e-03	4.06950e-03	3.94622e-03	3.82048e-03
3.92841e-03	4.06032e-03	4.18836e-03	4.31614e-03	4.44770e-03	4.55178e-03	4.68748e-03	4.80480e-03	4.90227e-03	4.99257e-03	5.07411e-03	5.13845e-03	5.19356e-03	5.22462e-03	5.24527e-03	5.25221e-03	5.24527e-03	5.22462e-03	5.19356e-03	5.13845e-03	5.07411e-03	4.99257e-03	4.90227e-03	4.80480e-03	4.68748e-03	4.55178e-03	4.44770e-03	4.31614e-03	4.18836e-03	4.06032e-03	3.92841e-03
4.03143e-03	4.16883e-03	4.30555e-03	4.44770e-03	4.56426e-03	4.71272e-03	4.84281e-03	4.95718e-03	5.06652e-03	5.16165e-03	5.23835e-03	5.30242e-03	5.35494e-03	5.39839e-03	5.41836e-03	5.42676e-03	5.41836e-03	5.39839e-03	5.35494e-03	5.30242e-03	5.23835e-03	5.16165e-03	5.06652e-03	4.95718e-03	4.84281e-03	4.71272e-03	4.56426e-03	4.44770e-03	4.30555e-03	4.16883e-03	4.03143e-03
4.13018e-03	4.27414e-03	4.42510e-03	4.55178e-03	4.71272e-03	4.85575e-03	4.98542e-03	5.11194e-03	5.21781e-03	5.30974e-03	5.39839e-03	5.46945e-03	5.53182e-03	5.57801e-03	5.60582e-03	5.61521e-03	5.60582e-03	5.57801e-03	5.53182e-03	5.46945e-03	5.39839e-03	5.30974e-03	5.21781e-03	5.11194e-03	4.98542e-03	4.85575e-03	4.71272e-03	4.55178e-03	4.42510e-03	4.27414e-03	4.13018e-03
4.30255e-03	4.37570e-03	4.53199e-03	4.68748e-03	4.84281e-03	4.98542e-03	5.12703e-03	5.24527e-03	5.35494e-03	5.46081e-03	5.55948e-03	5.64375e-03	5.70696e-03	5.75512e-03	5.78277e-03	5.79258e-03	5.78277e-03	5.75512e-03	5.70696e-03	5.64375e-03	5.55948e-03	5.46081e-03	5.35494e-03	5.24527e-03	5.12703e-03	4.98542e-03	4.84281e-03	4.68748e-03	4.53199e-03	4.37570e-03	4.30255e-03
4.31083e-03	4.47233e-03	4.62138e-03	4.80480e-03	4.95718e-03	5.11194e-03	5.24527e-03	5.37041e-03	5.49574e-03	5.61521e-03	5.71617e-03	5.80256e-03	5.87480e-03	5.92843e-03	5.96146e-03	5.97276e-03	5.96146e-03	5.92843e-03	5.87480e-03	5.80256e-03	5.71617e-03	5.61521e-03	5.49574e-03	5.37041e-03	5.24527e-03	5.11194e-03	4.95718e-03	4.80480e-03	4.62138e-03	4.47233e-03	4.31083e-03
4.39230e-03	4.56303e-03	4.72919e-03	4.90227e-03	5.06652e-03	5.21781e-03	5.35494e-03	5.49574e-03	5.63418e-03	5.75512e-03	5.86434e-03	5.96146e-03	6.03782e-03	6.08718e-03	6.11383e-03	6.12292e-03	6.11383e-03	6.08718e-03	6.03782e-03	5.96146e-03	5.86434e-03	5.75512e-03	5.63418e-03	5.49574e-03	5.35494e-03	5.21781e-03	5.06652e-03	4.90227e-03	4.72919e-03	4.56303e-03	4.39230e-03
4.46646e-03	4.64446e-03	4.82377e-03	4.99257e-03	5.16165e-03	5.30974e-03	5.46081e-03	5.61521e-03	5.75512e-03	5.88534e-03	6.00685e-03	6.09596e-03	6.14305e-03	6.20990e-03	6.24166e-03	6.25259e-03	6.24166e-03	6.20990e-03	6.14305e-03	6.09596e-03	6.00685e-03	5.88534e-03	5.75512e-03	5.61521e-03	5.46081e-03	5.30974e-03	5.16165e-03	4.99257e-03	4.82377e-03	4.64446e-03	4.46646e-03
